,Date,Avg temperature (F),Precip Inches,Cloud Cover,Wind Speed(Miles)
605,2017-08-28,69,0.0,3.0,5.375
606,2017-08-29,72,0.0,8.25,5.5
607,2017-08-30,71,0.0,14.125,5.375
608,2017-08-31,69,0.0,17.75,6.0
609,2017-09-01,69,0.0,15.0,6.75
610,2017-09-02,70,0.0,1.5,5.125
611,2017-09-03,74,0.0,5.0,6.375
612,2017-09-04,72,0.0,10.25,7.5
613,2017-09-05,60,0.0,28.125,5.25
614,2017-09-06,62,0.0,6.0,3.875
615,2017-09-07,66,0.0,11.875,4.375
616,2017-09-08,68,0.0,11.75,4.625
617,2017-09-09,70,0.0,23.5,4.75
618,2017-09-10,70,0.0,11.875,6.625
619,2017-09-11,69,0.0,27.5,5.25
620,2017-09-12,70,0.0,8.125,5.75
621,2017-09-13,71,0.0,13.75,5.5
622,2017-09-14,69,0.0,12.625,4.875
623,2017-09-15,66,0.0,14.875,5.25
624,2017-09-16,56,0.0,16.875,6.375
625,2017-09-17,58,0.0,17.625,3.625
626,2017-09-18,62,0.0,3.625,5.25
627,2017-09-19,65,0.0,1.25,9.0
628,2017-09-20,60,0.0,1.25,4.625
629,2017-09-21,67,0.0,0.0,8.125
630,2017-09-22,63,0.0,18.375,4.75
631,2017-09-23,49,0.0,59.75,5.0
632,2017-09-24,45,0.0,57.375,6.25
633,2017-09-25,45,0.0,25.375,4.5
634,2017-09-26,47,0.0,37.5,4.125
635,2017-09-27,49,0.0,55.5,4.0
636,2017-09-28,50,0.0,52.75,5.625
637,2017-09-29,51,0.0,33.125,4.875
638,2017-09-30,55,0.0,27.0,4.625
639,2017-10-01,55,0.0,32.25,7.25
640,2017-10-02,42,0.0,74.625,6.875
641,2017-10-03,44,0.0,31.125,4.875
642,2017-10-04,54,0.0,18.25,3.25
643,2017-10-05,55,0.0,12.75,4.25
644,2017-10-06,57,0.0,26.625,6.875
645,2017-10-07,56,0.0,0.125,7.375
646,2017-10-08,55,0.0,8.25,7.625
647,2017-10-09,30,0.0,76.875,8.25
648,2017-10-10,38,0.0,1.875,5.125
649,2017-10-11,48,0.0,7.875,5.125
650,2017-10-12,56,0.0,0.625,6.0
651,2017-10-13,50,0.0,4.25,4.125
652,2017-10-14,47,0.0,0.625,5.375
653,2017-10-15,45,0.0,0.375,5.0
654,2017-10-16,53,0.0,14.875,6.75
655,2017-10-17,55,0.0,8.25,4.75
656,2017-10-18,58,0.0,28.0,6.125
657,2017-10-19,57,0.0,18.875,5.0
658,2017-10-20,58,0.0,7.0,6.625
659,2017-10-21,44,0.0,7.5,5.75
660,2017-10-22,49,0.0,10.125,5.625
661,2017-10-23,45,0.0,5.75,4.625
662,2017-10-24,44,0.0,3.375,4.125
663,2017-10-25,57,0.0,0.0,6.75
664,2017-10-26,41,0.0,47.125,8.125
665,2017-10-27,30,0.0,24.5,3.625
666,2017-10-28,41,0.0,9.625,3.75
667,2017-10-29,50,0.0,2.125,8.0
668,2017-10-30,30,0.0,47.75,6.875
669,2017-10-31,36,0.0,18.25,3.5
670,2017-11-01,49,0.0,9.375,6.5
671,2017-11-02,43,0.0,8.25,4.75
672,2017-11-03,44,0.0,15.75,2.625
673,2017-11-04,51,0.0,11.25,12.5
674,2017-11-05,42,0.0,8.625,3.75
675,2017-11-06,37,0.0,7.5,3.375
676,2017-11-07,29,0.0,68.375,6.0
677,2017-11-08,36,0.0,22.5,2.5
678,2017-11-09,35,0.0,29.75,3.875
679,2017-11-10,40,0.0,10.5,2.875
680,2017-11-11,42,0.0,1.375,3.25
681,2017-11-12,40,0.0,11.875,3.75
682,2017-11-13,49,0.0,7.875,4.75
683,2017-11-14,49,0.0,6.25,5.125
684,2017-11-15,40,0.0,4.0,5.5
685,2017-11-16,50,0.0,8.125,8.625
686,2017-11-17,51,0.0,35.75,10.75
687,2017-11-18,35,0.0,13.375,5.125
688,2017-11-19,40,0.0,35.75,6.375
689,2017-11-20,45,0.0,14.0,7.375
690,2017-11-21,40,0.0,22.375,4.875
691,2017-11-22,47,0.0,6.875,5.5
692,2017-11-23,52,0.0,5.75,6.625
693,2017-11-24,52,0.0,13.375,8.625
694,2017-11-25,45,0.0,8.25,4.0
695,2017-11-26,50,0.0,20.125,4.75
696,2017-11-27,55,0.0,0.875,8.625
697,2017-11-28,37,0.0,24.0,4.375
698,2017-11-29,42,0.0,21.0,4.375
699,2017-11-30,39,0.0,7.125,4.125
700,2017-12-01,44,0.0,14.5,5.25
701,2017-12-02,43,0.0,3.625,3.875
702,2017-12-03,47,0.0,33.875,8.875
703,2017-12-04,34,0.0,8.875,10.75
704,2017-12-05,29,0.0,2.5,3.5
705,2017-12-06,25,0.0,16.125,6.25
706,2017-12-07,24,0.0,41.625,6.375
707,2017-12-08,39,0.0,62.75,10.0
708,2017-12-09,40,0.0,2.0,6.625
709,2017-12-10,40,0.0,0.625,5.75
710,2017-12-11,42,0.0,2.75,7.0
711,2017-12-12,43,0.0,0.375,5.125
712,2017-12-13,40,0.0,17.75,6.125
713,2017-12-14,29,0.0,44.875,5.25
714,2017-12-15,37,0.0,5.0,7.875
715,2017-12-16,39,0.0,9.375,5.875
716,2017-12-17,29,0.0,24.125,3.25
717,2017-12-18,36,0.0,11.25,4.5
718,2017-12-19,38,0.0,6.0,4.25
719,2017-12-20,42,0.0,5.125,5.5
720,2017-12-21,21,0.0,49.875,6.5
721,2017-12-22,24,0.0,3.5,4.0
722,2017-12-23,27,0.0,25.875,4.25
723,2017-12-24,17,0.0,16.625,4.75
724,2017-12-25,22,0.0,18.0,2.875
725,2017-12-26,15,0.0,18.125,3.625
726,2017-12-27,30,0.0,9.75,4.625
727,2017-12-28,34,0.0,4.875,5.5
728,2017-12-29,40,0.0,7.25,7.625
729,2017-12-30,30,0.0,6.625,3.625
730,2017-12-31,20,0.0,21.75,6.25
731,2018-01-01,20,0.0,15.25,2.875
732,2018-01-02,24,0.0,3.625,2.875
733,2018-01-03,31,0.0,9.25,4.25
734,2018-01-04,32,0.0,3.75,3.625
735,2018-01-05,37,0.0,10.125,3.875
736,2018-01-06,38,0.0,36.625,3.25
737,2018-01-07,36,0.0,15.75,3.125
738,2018-01-08,40,0.0,42.375,4.875
739,2018-01-09,46,0.0,4.5,5.25
740,2018-01-10,44,0.0,32.75,5.25
741,2018-01-11,29,0.0,10.75,4.25
742,2018-01-12,34,0.0,23.25,6.25
743,2018-01-13,32,0.0,12.5,3.25
744,2018-01-14,35,0.0,6.75,3.5
745,2018-01-15,20,0.0,43.0,6.625
746,2018-01-16,19,0.0,3.25,3.5
747,2018-01-17,29,0.0,1.875,3.625
748,2018-01-18,40,0.0,20.75,5.875
749,2018-01-19,48,0.0,17.125,9.125
750,2018-01-20,40,0.0,8.375,6.25
751,2018-01-21,23,0.0,96.25,9.0
752,2018-01-22,23,0.0,16.75,7.0
753,2018-01-23,25,0.0,9.125,4.875
754,2018-01-24,32,0.0,32.125,6.5
755,2018-01-25,39,0.0,34.0,10.5
756,2018-01-26,30,0.0,17.25,7.5
757,2018-01-27,28,0.0,16.625,4.625
758,2018-01-28,33,0.0,8.0,5.625
759,2018-01-29,35,0.0,6.75,4.625
760,2018-01-30,42,0.0,18.0,8.75
761,2018-01-31,38,0.0,4.875,5.625
762,2018-02-01,27,0.0,25.875,6.75
763,2018-02-02,35,0.0,8.875,2.625
764,2018-02-03,41,0.0,10.125,8.5
765,2018-02-04,31,0.0,8.875,4.5
766,2018-02-05,38,0.0,16.5,8.875
767,2018-02-06,32,0.0,39.0,2.625
768,2018-02-07,36,0.0,6.875,5.75
769,2018-02-08,42,0.0,4.375,7.75
770,2018-02-09,34,0.0,11.375,5.5
771,2018-02-10,16,0.0,64.875,5.25
772,2018-02-11,22,0.0,11.125,6.125
773,2018-02-12,21,0.0,39.125,5.25
774,2018-02-13,33,0.0,8.875,3.75
775,2018-02-14,43,0.0,26.125,11.75
776,2018-02-15,36,0.0,29.625,6.25
777,2018-02-16,28,0.0,22.125,4.375
778,2018-02-17,35,0.0,0.125,4.75
779,2018-02-18,45,0.0,0.0,9.625
780,2018-02-19,17,0.0,59.5,7.625
781,2018-02-20,7,0.0,40.25,4.625
782,2018-02-21,13,0.0,10.75,3.875
783,2018-02-22,18,0.0,55.0,3.25
784,2018-02-23,21,0.0,32.75,3.25
785,2018-02-24,22,0.0,25.875,7.5
786,2018-02-25,23,0.0,5.875,6.625
787,2018-02-26,32,0.0,4.0,6.375
788,2018-02-27,35,0.0,3.75,3.125
789,2018-02-28,34,0.0,35.25,5.0
790,2018-03-01,35,0.0,11.875,4.125
791,2018-03-02,45,0.0,0.25,7.25
792,2018-03-03,48,0.0,0.0,6.75
793,2018-03-04,45,0.0,23.125,10.125
794,2018-03-05,29,0.0,3.625,16.25
795,2018-03-06,30,0.0,3.375,5.125
796,2018-03-07,34,0.0,10.375,4.125
797,2018-03-08,42,0.0,20.125,4.0
798,2018-03-09,45,0.0,10.375,7.25
799,2018-03-10,40,0.0,36.25,7.625
800,2018-03-11,33,0.0,17.625,3.75
801,2018-03-12,39,0.0,6.5,5.5
802,2018-03-13,40,0.0,8.25,5.375
803,2018-03-14,47,0.0,16.125,4.5
804,2018-03-15,48,0.0,18.625,6.875
805,2018-03-16,41,0.0,22.75,8.75
806,2018-03-17,44,0.0,17.5,4.875
807,2018-03-18,40,0.0,45.375,8.125
808,2018-03-19,32,0.0,38.375,4.625
809,2018-03-20,34,0.0,6.375,6.125
810,2018-03-21,41,0.0,13.625,4.125
811,2018-03-22,51,0.0,31.25,5.25
812,2018-03-23,53,0.0,3.125,12.0
813,2018-03-24,49,0.0,22.5,6.375
814,2018-03-25,48,0.0,13.625,6.125
815,2018-03-26,39,0.0,48.25,7.25
816,2018-03-27,34,0.0,48.75,5.0
817,2018-03-28,35,0.0,36.5,5.625
818,2018-03-29,33,0.0,21.5,5.625
819,2018-03-30,42,0.0,6.0,4.125
820,2018-03-31,44,0.0,16.375,5.875
821,2018-04-01,38,0.0,16.25,5.75
822,2018-04-02,51,0.0,13.125,7.5
823,2018-04-03,38,0.0,9.75,6.875
824,2018-04-04,44,0.0,13.5,4.25
825,2018-04-05,50,0.0,33.75,4.625
826,2018-04-06,33,0.0,62.25,7.5
827,2018-04-07,38,0.0,46.0,5.375
828,2018-04-08,50,0.0,26.5,9.25
829,2018-04-09,42,0.0,33.875,4.0
830,2018-04-10,51,0.0,19.25,5.25
831,2018-04-11,59,0.0,5.0,10.625
832,2018-04-12,57,0.0,13.125,9.625
833,2018-04-13,38,0.0,67.0,15.0
834,2018-04-14,39,0.0,19.5,11.25
835,2018-04-15,45,0.0,25.75,4.75
836,2018-04-16,53,0.0,31.5,5.0
837,2018-04-17,52,0.0,14.125,17.25
838,2018-04-18,40,0.0,8.625,7.0
839,2018-04-19,47,0.0,28.875,9.75
840,2018-04-20,44,0.0,21.5,6.625
841,2018-04-21,35,0.0,69.125,5.125
842,2018-04-22,46,0.0,5.625,4.25
843,2018-04-23,53,0.0,21.625,4.0
844,2018-04-24,33,0.0,78.625,5.75
845,2018-04-25,43,0.0,14.875,3.75
846,2018-04-26,46,0.0,18.125,7.125
847,2018-04-27,52,0.0,0.625,5.25
848,2018-04-28,56,0.0,16.0,5.25
849,2018-04-29,63,0.0,19.5,8.625
850,2018-04-30,57,0.0,18.625,5.0
851,2018-05-01,51,0.0,46.375,6.25
852,2018-05-02,45,0.0,67.125,5.125
853,2018-05-03,42,0.0,68.875,8.25
854,2018-05-04,51,0.0,4.25,5.0
855,2018-05-05,58,0.0,13.0,5.375
856,2018-05-06,61,0.0,16.375,4.75
857,2018-05-07,63,0.0,36.75,5.125
858,2018-05-08,62,0.0,4.125,5.5
859,2018-05-09,62,0.0,27.625,4.5
860,2018-05-10,66,0.0,13.0,6.75
861,2018-05-11,59,0.0,31.75,5.875
862,2018-05-12,53,0.0,48.75,8.0
863,2018-05-13,53,0.0,34.5,5.0
864,2018-05-14,54,0.0,37.5,5.0
865,2018-05-15,56,0.0,13.375,3.5
866,2018-05-16,62,0.0,4.875,6.375
867,2018-05-17,65,0.0,6.5,5.875
868,2018-05-18,55,0.0,16.875,5.625
869,2018-05-19,47,0.0,61.25,6.75
870,2018-05-20,47,0.0,51.125,5.5
871,2018-05-21,58,0.0,11.25,5.0
872,2018-05-22,62,0.0,9.375,4.375
873,2018-05-23,62,0.0,19.125,3.875
874,2018-05-24,65,0.0,11.0,3.5
875,2018-05-25,68,0.0,4.375,5.0
876,2018-05-26,71,0.0,6.125,5.375
877,2018-05-27,70,0.0,4.25,6.75
878,2018-05-28,58,0.0,25.375,6.0
879,2018-05-29,60,0.0,20.75,4.625
880,2018-05-30,62,0.0,8.75,3.625
881,2018-05-31,68,0.0,11.25,5.5
882,2018-06-01,70,0.0,2.75,10.0
883,2018-06-02,61,0.0,0.25,7.25
884,2018-06-03,62,0.0,10.25,3.75
885,2018-06-04,69,0.0,8.625,5.875
886,2018-06-05,74,0.0,7.25,5.75
887,2018-06-06,71,0.0,8.0,6.625
888,2018-06-07,71,0.0,12.5,6.875
889,2018-06-08,73,0.0,4.75,6.0
890,2018-06-09,73,0.0,4.5,4.375
891,2018-06-10,75,0.0,2.75,9.125
892,2018-06-11,67,0.0,0.25,7.75
893,2018-06-12,67,0.0,4.25,6.875
894,2018-06-13,72,0.0,5.5,5.875
895,2018-06-14,76,0.0,15.0,8.375
896,2018-06-15,73,0.0,12.25,5.75
897,2018-06-16,69,0.0,24.625,4.625
898,2018-06-17,61,0.0,49.375,6.0
899,2018-06-18,63,0.0,41.625,5.75
900,2018-06-19,64,0.0,43.5,7.625
901,2018-06-20,61,0.0,14.375,5.5
902,2018-06-21,65,0.0,10.625,5.625
903,2018-06-22,69,0.0,12.0,7.75
904,2018-06-23,67,0.0,20.25,4.0
905,2018-06-24,58,0.1,17.375,7.25
906,2018-06-25,63,0.0,3.875,5.0
907,2018-06-26,74,0.0,4.375,5.375
908,2018-06-27,78,0.0,10.375,6.625
909,2018-06-28,79,0.0,4.5,6.125
910,2018-06-29,79,0.0,3.0,8.5
911,2018-06-30,62,0.0,16.625,9.125
912,2018-07-01,66,0.0,4.875,4.375
913,2018-07-02,74,0.0,7.0,4.625
914,2018-07-03,75,0.0,10.5,5.375
915,2018-07-04,73,0.0,17.625,6.5
916,2018-07-05,70,0.0,17.125,8.75
917,2018-07-06,72,0.0,5.0,5.75
918,2018-07-07,76,0.0,8.5,6.625
919,2018-07-08,77,0.0,19.75,7.5
920,2018-07-09,76,0.0,1.375,6.375
921,2018-07-10,77,0.0,0.0,6.875
922,2018-07-11,75,0.0,0.375,6.0
923,2018-07-12,70,0.0,20.125,5.75
924,2018-07-13,70,0.0,6.125,4.75
925,2018-07-14,75,0.0,7.0,5.75
926,2018-07-15,66,0.0,44.25,8.625
927,2018-07-16,69,0.0,12.625,4.25
928,2018-07-17,71,0.0,10.75,5.5
929,2018-07-18,75,0.0,10.875,5.625
930,2018-07-19,78,0.0,5.875,4.5
931,2018-07-20,77,0.0,20.875,6.75
932,2018-07-21,76,0.0,18.25,5.375
933,2018-07-22,75,0.0,19.25,5.0
934,2018-07-23,67,0.0,24.375,5.125
935,2018-07-24,71,0.0,18.125,5.0
936,2018-07-25,69,0.1,25.0,7.375
937,2018-07-26,67,0.0,12.25,5.125
938,2018-07-27,67,0.0,17.25,4.625
939,2018-07-28,66,0.0,12.0,3.75
940,2018-07-29,65,0.0,18.0,6.0
941,2018-07-30,63,0.0,26.125,6.0
942,2018-07-31,66,0.0,5.0,5.625
943,2018-08-01,68,0.0,19.375,4.125
944,2018-08-02,72,0.0,8.625,4.875
945,2018-08-03,70,0.0,27.375,5.625
946,2018-08-04,73,0.0,12.875,6.875
947,2018-08-05,71,0.0,17.75,5.75
948,2018-08-06,66,0.0,29.75,6.25
949,2018-08-07,67,0.0,7.5,5.5
950,2018-08-08,67,0.0,5.75,5.875
951,2018-08-09,70,0.0,1.875,5.5
952,2018-08-10,71,0.0,1.5,5.875
953,2018-08-11,72,0.0,0.75,6.125
954,2018-08-12,72,0.0,0.0,7.75
955,2018-08-13,69,0.0,1.75,5.5
956,2018-08-14,67,0.0,14.625,5.625
957,2018-08-15,71,0.0,15.875,6.375
958,2018-08-16,70,0.0,16.625,5.625
959,2018-08-17,70,0.0,20.375,5.875
960,2018-08-18,66,0.0,22.0,6.125
961,2018-08-19,60,0.0,16.5,6.375
962,2018-08-20,60,0.0,11.75,4.875
963,2018-08-21,62,0.0,20.75,6.25
964,2018-08-22,65,0.0,25.625,4.5
965,2018-08-23,69,0.0,2.875,8.75
966,2018-08-24,71,0.0,10.25,6.125
967,2018-08-25,72,0.0,18.875,5.5
968,2018-08-26,73,0.0,13.25,7.125
969,2018-08-27,73,0.0,17.5,10.125
970,2018-08-28,63,0.0,9.625,6.625
971,2018-08-29,67,0.0,10.0,5.375
972,2018-08-30,72,0.0,15.0,4.875
973,2018-08-31,72,0.0,18.75,4.875
974,2018-09-01,67,0.0,9.875,4.25
975,2018-09-02,65,0.0,10.125,5.0
976,2018-09-03,66,0.0,24.375,4.375
977,2018-09-04,65,0.0,11.125,6.375
978,2018-09-05,60,0.0,30.875,4.125
979,2018-09-06,61,0.0,16.25,4.375
980,2018-09-07,60,0.0,9.5,4.125
981,2018-09-08,65,0.0,8.0,5.125
982,2018-09-09,69,0.0,19.5,5.75
983,2018-09-10,70,0.0,11.5,6.25
984,2018-09-11,72,0.0,19.75,6.625
985,2018-09-12,73,0.0,2.875,6.875
986,2018-09-13,74,0.0,0.0,7.875
987,2018-09-14,71,0.0,0.0,7.625
988,2018-09-15,72,0.0,0.125,6.125
989,2018-09-16,73,0.0,14.875,5.875
990,2018-09-17,73,0.0,17.625,4.0
991,2018-09-18,72,0.0,13.875,3.5
992,2018-09-19,69,0.0,19.875,7.625
993,2018-09-20,65,0.0,19.75,4.75
994,2018-09-21,60,0.0,4.0,6.625
995,2018-09-22,65,0.0,1.25,5.625
996,2018-09-23,68,0.0,13.125,5.625
997,2018-09-24,64,0.0,24.0,7.125
998,2018-09-25,52,0.0,7.125,6.5
999,2018-09-26,54,0.0,7.625,5.25
1000,2018-09-27,60,0.0,4.625,5.875
1001,2018-09-28,47,0.0,18.125,7.625
1002,2018-09-29,60,0.0,27.125,6.5
1003,2018-09-30,53,0.0,6.75,4.625
1004,2018-10-01,56,0.0,13.0,3.125
1005,2018-10-02,63,0.0,23.0,4.25
1006,2018-10-03,66,0.0,4.625,8.125
1007,2018-10-04,55,0.0,21.0,4.375
1008,2018-10-05,53,0.0,22.75,6.125
1009,2018-10-06,46,0.0,38.0,6.375
1010,2018-10-07,43,0.0,28.375,5.75
1011,2018-10-08,37,0.0,66.75,5.75
1012,2018-10-09,35,0.0,68.0,4.625
1013,2018-10-10,32,0.0,61.25,6.625
1014,2018-10-11,36,0.0,43.375,3.875
1015,2018-10-12,43,0.0,4.125,3.0
1016,2018-10-13,49,0.0,2.5,7.75
1017,2018-10-14,19,0.0,74.0,6.875
1018,2018-10-15,25,0.0,2.625,4.625
1019,2018-10-16,35,0.0,4.5,4.375
1020,2018-10-17,43,0.0,9.5,7.0
1021,2018-10-18,48,0.0,8.75,5.5
1022,2018-10-19,50,0.0,15.625,6.375
1023,2018-10-20,49,0.0,0.0,4.375
1024,2018-10-21,54,0.0,15.625,6.375
1025,2018-10-22,54,0.0,40.75,4.75
1026,2018-10-23,51,0.0,22.25,5.125
1027,2018-10-24,49,0.0,31.0,3.625
1028,2018-10-25,49,0.0,8.0,5.875
1029,2018-10-26,49,0.0,6.5,5.125
1030,2018-10-27,55,0.0,5.25,8.75
1031,2018-10-28,52,0.0,18.5,3.25
1032,2018-10-29,57,0.0,1.5,7.125
1033,2018-10-30,37,0.0,63.75,5.75
1034,2018-10-31,34,0.0,44.875,3.875
1035,2018-11-01,38,0.0,27.625,6.0
1036,2018-11-02,44,0.0,12.375,7.625
1037,2018-11-03,42,0.0,42.25,7.25
1038,2018-11-04,39,0.0,22.625,2.875
1039,2018-11-05,40,0.0,8.5,5.375
1040,2018-11-06,36,0.0,2.375,4.875
1041,2018-11-07,31,0.0,9.25,4.25
1042,2018-11-08,27,0.0,6.25,3.375
1043,2018-11-09,29,0.0,0.625,4.125
1044,2018-11-10,37,0.0,34.25,6.5
1045,2018-11-11,23,0.0,86.75,7.25
1046,2018-11-12,17,0.0,47.0,4.5
1047,2018-11-13,27,0.0,8.875,4.875
1048,2018-11-14,38,0.0,3.75,6.0
1049,2018-11-15,42,0.0,3.875,7.5
1050,2018-11-16,42,0.0,15.0,5.75
1051,2018-11-17,27,0.0,59.875,6.125
1052,2018-11-18,29,0.0,19.0,2.625
1053,2018-11-19,33,0.0,5.375,4.25
1054,2018-11-20,36,0.0,0.0,3.875
1055,2018-11-21,40,0.0,0.0,4.625
1056,2018-11-22,42,0.0,31.125,6.375
1057,2018-11-23,38,0.0,2.375,8.75
1058,2018-11-24,38,0.0,22.25,7.875
1059,2018-11-25,28,0.0,22.25,8.25
1060,2018-11-26,31,0.0,6.625,4.5
1061,2018-11-27,40,0.0,18.75,6.625
1062,2018-11-28,43,0.0,26.75,7.25
1063,2018-11-29,38,0.0,23.0,3.375
1064,2018-11-30,33,0.0,38.875,4.375
1065,2018-12-01,30,0.0,11.375,5.0
1066,2018-12-02,23,0.0,12.375,3.75
1067,2018-12-03,23,0.0,66.0,3.625
1068,2018-12-04,22,0.0,9.75,4.375
1069,2018-12-05,28,0.0,26.75,5.25
1070,2018-12-06,21,0.0,27.25,5.5
1071,2018-12-07,27,0.0,10.75,3.375
1072,2018-12-08,30,0.0,7.375,3.375
1073,2018-12-09,28,0.0,9.375,2.125
1074,2018-12-10,35,0.0,16.75,5.5
1075,2018-12-11,39,0.0,7.375,8.125
1076,2018-12-12,38,0.0,30.625,8.0
1077,2018-12-13,29,0.0,14.625,6.125
1078,2018-12-14,35,0.0,7.625,5.5
1079,2018-12-15,40,0.0,37.25,5.625
1080,2018-12-16,39,0.0,0.5,4.5
1081,2018-12-17,39,0.0,23.25,4.25
1082,2018-12-18,40,0.0,17.5,4.625
1083,2018-12-19,36,0.0,8.5,9.375
1084,2018-12-20,31,0.0,8.0,3.75
1085,2018-12-21,41,0.0,20.625,7.5
1086,2018-12-22,30,0.0,8.0,4.25
1087,2018-12-23,29,0.0,9.75,3.5
1088,2018-12-24,33,0.0,43.5,2.75
1089,2018-12-25,31,0.0,26.125,3.5
1090,2018-12-26,28,0.0,15.25,3.375
1091,2018-12-27,21,0.0,38.75,6.125
1092,2018-12-28,13,0.0,48.875,3.875
1093,2018-12-29,19,0.0,9.25,3.25
1094,2018-12-30,33,0.0,9.125,5.75
1095,2018-12-31,18,0.0,80.5,7.625
1096,2019-01-01,15,0.0,52.25,3.125
1097,2019-01-02,29,0.0,2.875,4.25
1098,2019-01-03,41,0.0,5.125,5.5
1099,2019-01-04,46,0.0,10.875,5.375
1100,2019-01-05,42,0.0,17.5,4.125
1101,2019-01-06,45,0.0,30.875,3.875
1102,2019-01-07,44,0.0,2.0,10.75
1103,2019-01-08,40,0.0,4.625,4.875
1104,2019-01-09,39,0.0,28.625,2.125
1105,2019-01-10,44,0.0,19.25,4.625
1106,2019-01-11,36,0.1,95.25,3.75
1107,2019-01-12,33,0.0,52.875,2.875
1108,2019-01-13,30,0.0,10.125,2.5
1109,2019-01-14,32,0.0,10.375,4.375
1110,2019-01-15,34,0.0,39.25,4.5
1111,2019-01-16,37,0.0,35.5,3.625
1112,2019-01-17,40,0.0,5.25,4.75
1113,2019-01-18,35,0.0,30.75,6.5
1114,2019-01-19,34,0.0,10.875,5.375
1115,2019-01-20,41,0.0,36.625,5.5
1116,2019-01-21,38,0.0,36.0,7.5
1117,2019-01-22,28,0.0,54.125,9.5
1118,2019-01-23,33,0.0,28.75,7.625
1119,2019-01-24,25,0.0,80.0,4.875
1120,2019-01-25,34,0.0,22.375,7.0
1121,2019-01-26,34,0.0,17.875,7.25
1122,2019-01-27,42,0.0,12.75,8.5
1123,2019-01-28,24,0.0,51.5,8.125
1124,2019-01-29,24,0.0,3.625,4.5
1125,2019-01-30,27,0.0,25.125,5.5
1126,2019-01-31,37,0.0,3.5,5.625
1127,2019-02-01,39,0.0,0.0,4.5
1128,2019-02-02,42,0.0,14.75,5.75
1129,2019-02-03,43,0.0,16.125,7.0
1130,2019-02-04,42,0.0,15.75,5.875
1131,2019-02-05,45,0.0,2.25,4.875
1132,2019-02-06,33,0.0,60.625,6.875
1133,2019-02-07,16,0.0,59.5,5.625
1134,2019-02-08,28,0.0,26.125,4.375
1135,2019-02-09,29,0.0,9.125,5.0
1136,2019-02-10,31,0.0,12.25,3.75
1137,2019-02-11,27,0.0,10.875,9.625
1138,2019-02-12,35,0.0,10.5,6.375
1139,2019-02-13,42,0.0,4.5,6.5
1140,2019-02-14,50,0.0,20.125,11.625
1141,2019-02-15,42,0.0,20.5,5.5
1142,2019-02-16,37,0.0,31.75,7.25
1143,2019-02-17,27,0.0,41.0,5.875
1144,2019-02-18,16,0.0,67.5,5.125
1145,2019-02-19,18,0.0,72.875,4.125
1146,2019-02-20,26,0.0,17.25,5.0
1147,2019-02-21,27,0.0,38.125,4.125
1148,2019-02-22,24,0.0,70.75,4.125
1149,2019-02-23,31,0.0,39.75,7.5
1150,2019-02-24,32,0.0,4.25,6.375
1151,2019-02-25,35,0.0,9.0,5.5
1152,2019-02-26,43,0.0,17.125,5.0
1153,2019-02-27,36,0.0,8.5,3.875
1154,2019-02-28,44,0.0,14.125,6.25
1155,2019-03-01,41,0.0,48.875,7.875
1156,2019-03-02,26,0.0,74.375,6.75
1157,2019-03-03,13,0.0,96.125,5.875
1158,2019-03-04,16,0.0,50.5,5.875
1159,2019-03-05,25,0.0,10.75,3.875
1160,2019-03-06,33,0.0,32.25,4.5
1161,2019-03-07,40,0.0,33.125,6.625
1162,2019-03-08,43,0.0,19.125,4.625
1163,2019-03-09,37,0.0,12.25,6.75
1164,2019-03-10,32,0.0,18.125,5.5
1165,2019-03-11,36,0.0,21.0,4.75
1166,2019-03-12,36,0.0,31.5,5.375
1167,2019-03-13,30,0.2,77.125,9.0
1168,2019-03-14,28,0.0,59.625,5.25
1169,2019-03-15,37,0.0,2.625,5.125
1170,2019-03-16,41,0.0,6.75,4.25
1171,2019-03-17,43,0.0,10.875,4.625
1172,2019-03-18,44,0.0,12.5,4.375
1173,2019-03-19,37,0.0,57.125,4.625
1174,2019-03-20,48,0.0,0.625,4.125
1175,2019-03-21,49,0.0,17.125,6.25
1176,2019-03-22,49,0.0,54.625,4.875
1177,2019-03-23,50,0.0,33.75,4.875
1178,2019-03-24,47,0.0,31.625,3.75
1179,2019-03-25,51,0.0,3.5,4.5
1180,2019-03-26,58,0.0,21.875,4.125
1181,2019-03-27,61,0.0,54.0,5.625
1182,2019-03-28,60,0.0,28.375,6.75
1183,2019-03-29,50,0.0,54.0,9.375
1184,2019-03-30,35,0.0,69.125,7.375
1185,2019-03-31,41,0.0,13.0,2.75
1186,2019-04-01,49,0.0,15.625,6.25
1187,2019-04-02,49,0.0,52.375,4.375
1188,2019-04-03,53,0.0,40.375,3.5
1189,2019-04-04,59,0.0,8.375,4.75
1190,2019-04-05,62,0.0,17.5,4.75
1191,2019-04-06,61,0.0,31.125,4.75
1192,2019-04-07,65,0.0,9.0,4.0
1193,2019-04-08,66,0.0,7.125,5.75
1194,2019-04-09,68,0.0,16.625,6.25
1195,2019-04-10,53,0.1,44.625,12.0
1196,2019-04-11,33,0.0,65.625,5.75
1197,2019-04-12,35,0.0,51.125,5.25
1198,2019-04-13,39,0.0,65.25,4.75
1199,2019-04-14,54,0.0,16.25,5.5
1200,2019-04-15,63,0.0,5.0,4.5
1201,2019-04-16,60,0.0,34.25,3.625
1202,2019-04-17,52,0.0,52.375,6.25
